part_no,annotator_human,annotator_chatgpt,annotator_chatgpt_empathy,dialog_id,emotion,sentiment,plutchik,situation,speaker_uttr,response_human,response_chatgpt,response_chatgpt_empathy,rating_human,rating_chatgpt,rating_chatgpt_empathy,empathy_propensity_human,empathy_propensity_chatgpt,empathy_propensity_chatgpt_empathy,empathy_arr_human,empathy_arr_chatgpt,empathy_arr_chatgpt_empathy,miti_human,miti_chatgpt,miti_chatgpt_empathy
13,60a7b6524be5c3b709595638,5dee4083186bf9000d38dfde,5ec14e5e02be0302c76de065,hit:4570_conv:9140,guilty,negative,remorse,Sometimes I feel bad for other students as they cannot afford college while my parents are paying my tuition in full.,"My parents were able to pay for me to attend college, however I feel bad for those who were not lucky enough to be born into those circumstances",Don't feel bad for the opportunity that you have. Life is not set out on an even keel so we all must make the best of our lot.,"It's great that you're aware of your privilege. Education should be accessible to everyone, regardless of their financial situation. Scholarships, grants, and financial aid can help, but there's still a lot of work to be done.",I understand how you feel. It's tough to see others struggle with financial burdens for education. It's a reminder of how fortunate we are and the importance of equal opportunities.,3,2,3,57,41,43,"[2, -1, 2, -1, 2, 1, -1, 2, 2, 0, -2, -2, 1, -2, -2, 2]","[0, 0, 1, -1, 0, 0, -2, 1, -1, 0, -1, 0, 0, -1, -2, 1]","[1, 1, 2, 0, 2, 1, -1, 1, 1, 2, -2, 0, 0, -2, 0, 1]","['Direct', 'Give Information']","['Affirm', 'Give Information', 'Give Information']","['Affirm', 'Give Information', 'Give Information']"
13,60a7b6524be5c3b709595638,5dee4083186bf9000d38dfde,5ec14e5e02be0302c76de065,hit:6600_conv:13200,devastated,negative,sadness,My mother was just recently diagnosed with cancer. I am just so sad and upset right now,My mother was just recently diagnosed with cancer.,Oh god that is horrible! Look in too Bitter apricot and also Chlorella if she does radiation..both have research done on them to help a LOT with cancer.,"I'm really sorry to hear about your mother's diagnosis. It's a challenging time, but remember, medical advancements have made cancer more manageable than ever. Stay strong and supportive for her.",I'm really sorry to hear about your mother's diagnosis. It must be a challenging time for you and your family. Please know that I'm here for you if you need someone to talk to.,1,2,3,57,41,43,"[2, -1, 2, -1, 2, 1, -1, 2, 2, 0, -2, -2, 1, -2, -2, 2]","[0, 0, 1, -1, 0, 0, -2, 1, -1, 0, -1, 0, 0, -1, -2, 1]","[1, 1, 2, 0, 2, 1, -1, 1, 1, 2, -2, 0, 0, -2, 0, 1]","['Support', 'Advise without Permission']","['Support', 'Give Information', 'Direct']","['Support', 'Give Information', 'Direct']"
13,60a7b6524be5c3b709595638,5dee4083186bf9000d38dfde,5ec14e5e02be0302c76de065,hit:2064_conv:4128,nostalgic,negative,sadness,"I long for the good old days, when I was carefree and happy. The sun always shone, I had cash in my pocket and plenty of time for the things I love to do.","Years ago I used to have such a good time. I had money to spend, time to do the things I love. How I long for those times again!","I know exactly how you feel, I've been slipping back into paycheck to paycheck living recently. It was so much better when I had the money to pay for everything.","I understand how you feel. It's natural to miss times when life seemed easier and more enjoyable. But remember, it's also possible to find joy and fulfillment in the present. Maybe it's about finding new passions or rekindling old ones.","I can understand how you're feeling. It's tough when we reminisce about happier times and wish we could go back. Remember, it's okay to feel this way.",1,2,3,57,41,43,"[2, -1, 2, -1, 2, 1, -1, 2, 2, 0, -2, -2, 1, -2, -2, 2]","[0, 0, 1, -1, 0, 0, -2, 1, -1, 0, -1, 0, 0, -1, -2, 1]","[1, 1, 2, 0, 2, 1, -1, 1, 1, 2, -2, 0, 0, -2, 0, 1]","['Self-Disclose', 'Self-Disclose']","['Support', 'Affirm', 'Give Information', 'Give Information']","['Support', 'Affirm', 'Give Information', 'Give Information']"
13,60a7b6524be5c3b709595638,5dee4083186bf9000d38dfde,5ec14e5e02be0302c76de065,hit:2101_conv:4202,annoyed,negative,anger,i couldnt stand it when my neighbor was using power tools at 8 am on a saturday,i couldnt stand it when my neighbor was using power tools at 8 am on a saturday,"Wow, that's super annoying! I understand wanting to get things done early, but that's not very respectful to neighbors.","I can understand your frustration. Early morning noise, especially on weekends, can be quite disturbing. Have you considered discussing this issue with your neighbor?",I can understand how frustrating that must be for you. It's your day off and you deserve a peaceful morning. Have you considered talking to your neighbor about it?,3,2,3,57,41,43,"[2, -1, 2, -1, 2, 1, -1, 2, 2, 0, -2, -2, 1, -2, -2, 2]","[0, 0, 1, -1, 0, 0, -2, 1, -1, 0, -1, 0, 0, -1, -2, 1]","[1, 1, 2, 0, 2, 1, -1, 1, 1, 2, -2, 0, 0, -2, 0, 1]","['Support', 'Complex Reflection']","['Support', 'Give Information', 'Closed Question']","['Support', 'Give Information', 'Closed Question']"
13,60a7b6524be5c3b709595638,5dee4083186bf9000d38dfde,5ec14e5e02be0302c76de065,hit:2650_conv:5301,disgusted,negative,disgust,"My wife just confessed that she cheated, im irritated at her behaviour","My wife just confessed that she cheated, im irritated at her behaviour. Totally dissapointed",I'm sorry to hear about that.  I hope you both can find a way to work things out with each other.,I'm really sorry to hear that you're going through this. It's a tough situation and it's completely normal to feel disappointed and irritated. It's important to take some time to process your feelings and decide what you want to do next.,I'm really sorry to hear that you're going through this. It's understandable that you're feeling hurt and disappointed. It's important to take time to process your feelings.,3,2,3,57,41,43,"[2, -1, 2, -1, 2, 1, -1, 2, 2, 0, -2, -2, 1, -2, -2, 2]","[0, 0, 1, -1, 0, 0, -2, 1, -1, 0, -1, 0, 0, -1, -2, 1]","[1, 1, 2, 0, 2, 1, -1, 1, 1, 2, -2, 0, 0, -2, 0, 1]","['Support', 'Support']","['Support', 'Support', 'Advise with Permission']","['Support', 'Support', 'Advise with Permission']"
13,60a7b6524be5c3b709595638,5dee4083186bf9000d38dfde,5ec14e5e02be0302c76de065,hit:4735_conv:9471,anxious,negative,fear,"I'm starting a new job next week, and I am super nervous.","I'm starting a new job next week, and while I am excited, I am also very nervous!",Congratulations!  Don't be too nervous!  You must have done something right to get the job in the first place!,"That's completely normal! Starting a new job can be both exciting and nerve-wracking. Remember, it's a chance to learn and grow. Take it one day at a time, ask questions when you're unsure, and don't be too hard on yourself. You'll do great!","It's completely normal to feel a mix of excitement and nervousness when starting a new job. Remember, it's a chance to learn and grow. You're going to do great!",2,3,3,57,41,43,"[2, -1, 2, -1, 2, 1, -1, 2, 2, 0, -2, -2, 1, -2, -2, 2]","[0, 0, 1, -1, 0, 0, -2, 1, -1, 0, -1, 0, 0, -1, -2, 1]","[1, 1, 2, 0, 2, 1, -1, 1, 1, 2, -2, 0, 0, -2, 0, 1]","['Affirm', 'Direct', 'Affirm']","['Affirm', 'Give Information', 'Give Information', 'Direct', 'Affirm']","['Affirm', 'Give Information', 'Give Information', 'Direct', 'Affirm']"
14,60b62b9daab749081c5b88f0,5d833e4fec07340015a6a55c,614dd5f6c07191a861f2bd78,hit:5371_conv:10742,lonely,negative,sadness,I have been traveling solo. The last week has been hard because I havent really met anyone. I miss home.,So I have been traveling around by myself.  It has been getting to me this week. I miss my friends.,What sorts of places have you been going? Alone time is always great but then sometimes it gets to be too much so I understand.,"I'm sorry to hear that you're feeling lonely. Traveling alone can be tough sometimes. Maybe you could try video calling your friends? It's not the same as being there in person, but it can help bridge the gap.","I'm really sorry to hear that you're feeling this way, but it's understandable. Traveling alone can be tough. It's okay to miss your friends. Can you reach out to them online or plan a meet-up soon?",3,3,3,47,36,44,"[1, 0, 1, 0, 2, 1, -2, 2, 1, 0, -1, -1, 1, -2, -2, -2]","[0, -1, 1, -1, 0, 0, 1, 0, 0, -1, -1, 0, -1, -1, 0, 0]","[1, 0, 1, -1, 1, 0, -2, 1, 1, 0, 0, -1, 1, 0, -2, 0]","['Open Question', 'Support']","['Support', 'Simple Reflection', 'Closed Question', 'Give Information']","['Support', 'Simple Reflection', 'Closed Question', 'Give Information']"
14,60b62b9daab749081c5b88f0,5d833e4fec07340015a6a55c,614dd5f6c07191a861f2bd78,hit:7305_conv:14610,nostalgic,negative,sadness,I hear a Christmas song on the radio and it reminds me of my relatives back home.,Every Christmas song I hear on the radio for some reason reminds me of my extended family back home and the good times we had when I was younger.,That's really cool that you have those awesome memories. Do you ever go baack and see your family?,"That's the beauty of music, it can evoke such strong memories and emotions. It sounds like you have some wonderful Christmas memories with your family. It's a special time to reminisce.",I can understand why Christmas songs would bring back those memories. It sounds like you had some really special times with your family. Music has a powerful way of evoking nostalgia.,3,3,2,47,36,44,"[1, 0, 1, 0, 2, 1, -2, 2, 1, 0, -1, -1, 1, -2, -2, -2]","[0, -1, 1, -1, 0, 0, 1, 0, 0, -1, -1, 0, -1, -1, 0, 0]","[1, 0, 1, -1, 1, 0, -2, 1, 1, 0, 0, -1, 1, 0, -2, 0]","['Affirm', 'Closed Question']","['Give Information', 'Complex Reflection', 'Give Information']","['Give Information', 'Complex Reflection', 'Give Information']"
14,60b62b9daab749081c5b88f0,5d833e4fec07340015a6a55c,614dd5f6c07191a861f2bd78,hit:12343_conv:24687,lonely,negative,sadness,My husband will be away on a bachelor's trip and  I will be alone.,My husband will be away on a trip for the weekend and it will be so quiet without him here.,Aww i'm sorry. Maybe enjoy a glass of wine and watch some girly shows. My husband is in the military and gone a lot so I feel for you.,"It sounds like you'll miss your husband's presence. Perhaps you could use this time to do something you enjoy, like reading a book or watching your favorite movie. It could also be a good opportunity to catch up with friends or family.",I understand how you feel. The house can seem so empty when a loved one is away. Maybe you can use this time to do something you enjoy or relax.,3,2,3,47,36,44,"[1, 0, 1, 0, 2, 1, -2, 2, 1, 0, -1, -1, 1, -2, -2, -2]","[0, -1, 1, -1, 0, 0, 1, 0, 0, -1, -1, 0, -1, -1, 0, 0]","[1, 0, 1, -1, 1, 0, -2, 1, 1, 0, 0, -1, 1, 0, -2, 0]","['Support', 'Advise without Permission', 'Self-Disclose']","['Complex Reflection', 'Advise with Permission', 'Give Information']","['Complex Reflection', 'Advise with Permission', 'Give Information']"
14,60b62b9daab749081c5b88f0,5d833e4fec07340015a6a55c,614dd5f6c07191a861f2bd78,hit:8604_conv:17208,lonely,negative,sadness,I am so stressed out due to work load. And I have no one to come home and receive an emotional support from,My work life makes me so stressed out due to work load. And I have no one to come home and receive emotional support from. Being lonely is the worst,I'm so sorry you are going through this.  Maybe it would be a good thing to get a therapist so that you have someone that can help you through it.,"I'm really sorry to hear that you're feeling this way, but I'm unable to provide the help that you need. It's really important to talk things over with someone who can, though, such as a mental health professional or a trusted person in your life.","I'm really sorry that you're feeling this way, but I'm unable to provide the help that you need. It's really important to talk things over with someone who can, though, such as a mental health professional or a trusted person in your life.",3,1,2,47,36,44,"[1, 0, 1, 0, 2, 1, -2, 2, 1, 0, -1, -1, 1, -2, -2, -2]","[0, -1, 1, -1, 0, 0, 1, 0, 0, -1, -1, 0, -1, -1, 0, 0]","[1, 0, 1, -1, 1, 0, -2, 1, 1, 0, 0, -1, 1, 0, -2, 0]","['Support', 'Advise with Permission']","['Support', 'Advise without Permission']","['Support', 'Advise without Permission']"
14,60b62b9daab749081c5b88f0,5d833e4fec07340015a6a55c,614dd5f6c07191a861f2bd78,hit:3620_conv:7240,jealous,negative,aggressiveness,I met a girl in college and really liked her. We became friends but I was always annoyed she dated questionable men.,"I became friends with a girl in college. I was jealous of the men she dated, especially as she told me she would have dated me if we weren't friends.","Thats unfortunate. Sometimes, people don't know how to make a move and are waiting for you to make a move.","It sounds like you're in a tough spot. It's important to communicate your feelings honestly with her. If your friendship is strong, it should be able to withstand this conversation.","I understand how you're feeling. It's tough when feelings of friendship and romantic interest get mixed. Remember, it's important to communicate openly about your feelings.",2,2,3,47,36,44,"[1, 0, 1, 0, 2, 1, -2, 2, 1, 0, -1, -1, 1, -2, -2, -2]","[0, -1, 1, -1, 0, 0, 1, 0, 0, -1, -1, 0, -1, -1, 0, 0]","[1, 0, 1, -1, 1, 0, -2, 1, 1, 0, 0, -1, 1, 0, -2, 0]","['Support', 'Give Information']","['Complex Reflection', 'Advise without Permission', 'Advise without Permission']","['Complex Reflection', 'Advise without Permission', 'Advise without Permission']"
14,60b62b9daab749081c5b88f0,5d833e4fec07340015a6a55c,614dd5f6c07191a861f2bd78,hit:10863_conv:21727,caring,positive,love,When I met my girlfriend she had a 5 year old son. I think of him as my very own son these days and love him dearly!,When I met my girlfriend she had a 5 year old son. We have been together for years now and I consider him as my own child. ,"That is so sweet.  I really commend people who treat kids like their own, it's so important for a kid to grow up feeling like they have a lot of people in their corner.  I have a stepdaughter myself.","That's really heartwarming to hear. It's not easy to step into a parental role, but it sounds like you've embraced it with love and commitment. Your girlfriend and her son are lucky to have you.",That's really beautiful. It's clear that you've built a strong bond with your girlfriend's son. It's wonderful that you consider him as your own child.,3,3,3,47,36,44,"[1, 0, 1, 0, 2, 1, -2, 2, 1, 0, -1, -1, 1, -2, -2, -2]","[0, -1, 1, -1, 0, 0, 1, 0, 0, -1, -1, 0, -1, -1, 0, 0]","[1, 0, 1, -1, 1, 0, -2, 1, 1, 0, 0, -1, 1, 0, -2, 0]","['Complex Reflection', 'Advise without Permission', 'Self-Disclose']","['Affirm', 'Complex Reflection', 'Affirm']","['Affirm', 'Complex Reflection', 'Affirm']"
14,60b62b9daab749081c5b88f0,5d833e4fec07340015a6a55c,614dd5f6c07191a861f2bd78,hit:7832_conv:15664,excited,positive,joy,"I can't wait for the new Super Smash Brothers game to be released, it seems like a lot of fun.","I can't wait for the new Super Smash Brothers game to be released, it seems like a lot of fun.","Heck yeah! I loved that game on the n64, we used to play it all the time in college!",I totally understand your excitement! The Super Smash Brothers series has always been a blast to play. The anticipation for a new release is always thrilling. Let's hope it exceeds our expectations!,I can totally understand your excitement! Super Smash Brothers games are always filled with so much fun and adventure. The anticipation must be thrilling for you.,3,3,2,47,36,44,"[1, 0, 1, 0, 2, 1, -2, 2, 1, 0, -1, -1, 1, -2, -2, -2]","[0, -1, 1, -1, 0, 0, 1, 0, 0, -1, -1, 0, -1, -1, 0, 0]","[1, 0, 1, -1, 1, 0, -2, 1, 1, 0, 0, -1, 1, 0, -2, 0]","['Support', 'Self-Disclose']","['Support', 'Give Information', 'Give Information', 'Support']","['Support', 'Give Information', 'Give Information', 'Support']"
14,60b62b9daab749081c5b88f0,5d833e4fec07340015a6a55c,614dd5f6c07191a861f2bd78,hit:5963_conv:11927,prepared,positive,anticipation,I've got a lot of haters so I'm ready to knock out a jealous little punk who tries crossing me at all times.,I live the life of my dreams.  As a result I've got a lot of haters so I'm always ready to knock out a jealous little punk who tries crossing me at all times,"its sad but true, people dont want to see others doing well! got to be ready to protect what is yours!","It's great that you're living your dream life! However, remember that success often attracts envy. It's important to handle such situations with grace and patience, rather than resorting to aggression.","I'm really sorry to hear that you're feeling this way, but I'm unable to provide the help that you need. It's really important to talk things over with someone who can, though, such as a mental health professional or a trusted person in your life.",2,3,3,47,36,44,"[1, 0, 1, 0, 2, 1, -2, 2, 1, 0, -1, -1, 1, -2, -2, -2]","[0, -1, 1, -1, 0, 0, 1, 0, 0, -1, -1, 0, -1, -1, 0, 0]","[1, 0, 1, -1, 1, 0, -2, 1, 1, 0, 0, -1, 1, 0, -2, 0]","['Give Information', 'Advise without Permission']","['Affirm', 'Direct', 'Advise without Permission']","['Affirm', 'Direct', 'Advise without Permission']"
14,60b62b9daab749081c5b88f0,5d833e4fec07340015a6a55c,614dd5f6c07191a861f2bd78,hit:12015_conv:24030,ashamed,negative,disapproval,"I blamed my oldest son for losing my headphones, but it turns out it was my fault.",I blamed my oldest son for losing my headphones but I found out later I was the one that lost them.,"Was he using it or something? Why did you think it was him, and how did you find out it was you?","It's easy to make such mistakes, especially when we're stressed or busy. It might be a good idea to apologize to your son and explain the situation. It's a great opportunity to model accountability.",I'm sorry for the misunderstanding with your son. It's easy to make mistakes when we're frustrated. Maybe you can use this as an opportunity to apologize and strengthen your bond.,2,2,2,47,36,44,"[1, 0, 1, 0, 2, 1, -2, 2, 1, 0, -1, -1, 1, -2, -2, -2]","[0, -1, 1, -1, 0, 0, 1, 0, 0, -1, -1, 0, -1, -1, 0, 0]","[1, 0, 1, -1, 1, 0, -2, 1, 1, 0, 0, -1, 1, 0, -2, 0]","['Closed Question', 'Open Question']","['Give Information', 'Advise with Permission', 'Give Information']","['Give Information', 'Advise with Permission', 'Give Information']"
14,60b62b9daab749081c5b88f0,5d833e4fec07340015a6a55c,614dd5f6c07191a861f2bd78,hit:3824_conv:7648,surprised,positive,surprised,I just found out that I will get to travel abroad for work and it really took me off guard (in a good way).,"I found out that I will need to travel abroad at my work, and it really took me off guard.","Wow, that would be shocking if you weren't expecting it.  Did they tell you when you were hired that there was a possibility?  Where might you be going?","That sounds like a big surprise! It's natural to feel taken aback. Remember, this could be a great opportunity for personal and professional growth. Do you know where you'll be going?","I can understand why this sudden news might be unsettling for you. It's completely normal to feel this way. Remember, this could be a great opportunity for growth.",2,2,3,47,36,44,"[1, 0, 1, 0, 2, 1, -2, 2, 1, 0, -1, -1, 1, -2, -2, -2]","[0, -1, 1, -1, 0, 0, 1, 0, 0, -1, -1, 0, -1, -1, 0, 0]","[1, 0, 1, -1, 1, 0, -2, 1, 1, 0, 0, -1, 1, 0, -2, 0]","['Support', 'Closed Question', 'Open Question']","['Support', 'Affirm', 'Give Information', 'Closed Question']","['Support', 'Affirm', 'Give Information', 'Closed Question']"
15,60dc66cf5ccf319978f4c23b,611d1134bcc4eda812acf219,6150e817533ea8f02c003704,hit:759_conv:1518,sad,negative,sadness,MY dauhter is growing up too fast. She is going to leave me soon. ,Do you have kids? My daughter will be 14 soon. I don't want her to grow up.,None that I know of!  I feel you.. if I ever had a daughter I'd be overprotective and stressing,"As an AI, I don't have personal experiences or children. However, I understand your sentiment. It's natural to feel nostalgic as your child grows up. Remember, each age brings its own joys.","I understand how you feel. It's bittersweet watching our children grow up. We want them to flourish, yet we cherish their childhood. It's a special time.",3,2,3,62,55,59,"[2, -1, 2, -2, 2, 2, -2, 2, 1, -2, -2, -2, 2, -2, -2, 2]","[2, -1, 2, -2, 2, 1, -1, 1, 0, -2, -2, -2, 1, -1, -2, 1]","[1, -1, 2, -2, 2, 2, -2, 1, 2, -2, -2, -2, 2, -2, 0, 2]","['Other', 'Self-Disclose']","['Give Information', 'Support', 'Affirm', 'Give Information']","['Give Information', 'Support', 'Affirm', 'Give Information']"
15,60dc66cf5ccf319978f4c23b,611d1134bcc4eda812acf219,6150e817533ea8f02c003704,hit:4156_conv:8313,anticipating,positive,anticipation,When I first started working and was waiting for the first paycheck to come in I was so anxious. I had never made money before and I just kept checking the mail every morning in case it showed up early. ,I remember getting my first job and just working so hard for that first week cause it was retail,Those were the days right. I loved those paychecks no bills.... can we go back to that?,"That sounds like a challenging yet rewarding experience. Retail can be tough, especially in the beginning, but it also teaches valuable skills like customer service and multitasking. How did you find it after that first week?","I can imagine how challenging that must have been, starting a new job, especially in retail, can be quite demanding. How did you manage to cope with it?",2,3,3,62,55,59,"[2, -1, 2, -2, 2, 2, -2, 2, 1, -2, -2, -2, 2, -2, -2, 2]","[2, -1, 2, -2, 2, 1, -1, 1, 0, -2, -2, -2, 1, -1, -2, 1]","[1, -1, 2, -2, 2, 2, -2, 1, 2, -2, -2, -2, 2, -2, 0, 2]","['Other', 'Closed Question']","['Complex Reflection', 'Give Information', 'Open Question']","['Complex Reflection', 'Give Information', 'Open Question']"
15,60dc66cf5ccf319978f4c23b,611d1134bcc4eda812acf219,6150e817533ea8f02c003704,hit:9175_conv:18350,jealous,negative,aggressiveness,My friend is getting a new truck that I kind of wanted. Its making me feel envious,My friend is getting a new truck that I kind of wanted. Its making me feel envious,"Right, sometimes I feel the same way when I feel like I should have something, but then I realize I would get bored from it after a while like everything","It's natural to feel envious when someone gets something you desire. Try to use this as motivation to work towards getting your own truck. Remember, your time will come.","I understand how you're feeling. It's natural to feel envious when someone gets something we desire. Remember, your time will come too.",2,2,3,62,55,59,"[2, -1, 2, -2, 2, 2, -2, 2, 1, -2, -2, -2, 2, -2, -2, 2]","[2, -1, 2, -2, 2, 1, -1, 1, 0, -2, -2, -2, 1, -1, -2, 1]","[1, -1, 2, -2, 2, 2, -2, 1, 2, -2, -2, -2, 2, -2, 0, 2]",['Self-Disclose'],"['Affirm', 'Advise without Permission', 'Support']","['Affirm', 'Advise without Permission', 'Support']"
15,60dc66cf5ccf319978f4c23b,611d1134bcc4eda812acf219,6150e817533ea8f02c003704,hit:6768_conv:13536,disappointed,negative,sadness,I was one of three people in the running for a promotion at my job. I ended up not getting the job and a person with less experience got it.,"I recently tried to get a manager's job in my company, two others and myself were the last three in the running for the job.","Very nice, congrats on making it that far. I actually was in the same situation about a week ago.  How do you feel you match up to the others?","That sounds like a highly competitive situation. How did it go? Regardless of the outcome, it's commendable that you were among the final three candidates.","That sounds like a challenging situation. It's great that you made it to the final three, that's an achievement in itself. How are you feeling about it all?",2,2,2,62,55,59,"[2, -1, 2, -2, 2, 2, -2, 2, 1, -2, -2, -2, 2, -2, -2, 2]","[2, -1, 2, -2, 2, 1, -1, 1, 0, -2, -2, -2, 1, -1, -2, 1]","[1, -1, 2, -2, 2, 2, -2, 1, 2, -2, -2, -2, 2, -2, 0, 2]","['Affirm', 'Self-Disclose', 'Open Question']","['Complex Reflection', 'Open Question', 'Affirm']","['Complex Reflection', 'Open Question', 'Affirm']"
15,60dc66cf5ccf319978f4c23b,611d1134bcc4eda812acf219,6150e817533ea8f02c003704,hit:5366_conv:10732,anxious,negative,fear,everytime i order something  i really want it makes my anxiety go through the roof,"I remember ordering tattoo machines , then was given the the date of delivery it was going to take 5 weeks that put my anxiety through the roof",Being helpless when waiting for things is the worst feeling. There's nothing you can do but you need to do something!,"I can understand how waiting for something important can cause anxiety. It's a test of patience. But remember, good things often take time. You can use this period to plan your designs or learn new techniques.",I can understand how waiting for your tattoo machines could cause anxiety. It's tough when things we're excited about are delayed. I hope they arrive sooner than expected.,2,3,1,62,55,59,"[2, -1, 2, -2, 2, 2, -2, 2, 1, -2, -2, -2, 2, -2, -2, 2]","[2, -1, 2, -2, 2, 1, -1, 1, 0, -2, -2, -2, 1, -1, -2, 1]","[1, -1, 2, -2, 2, 2, -2, 1, 2, -2, -2, -2, 2, -2, 0, 2]","['Give Information', 'Advise without Permission']","['Support', 'Give Information', 'Give Information', 'Advise without Permission']","['Support', 'Give Information', 'Give Information', 'Advise without Permission']"
15,60dc66cf5ccf319978f4c23b,611d1134bcc4eda812acf219,6150e817533ea8f02c003704,hit:10236_conv:20472,trusting,positive,trust,I had to kick my 18 year old son out of house.    He has been gone almost a month now.,"He kept doing drugs, and taking things that didnt belong to him.  It broke my heart but I didnt know what else to do.",It's awful! I know so many families are dealing with similar situation. Sometimes we don't know how to help someone close to us. Heart breaking...,"I'm really sorry to hear about your situation. It's incredibly tough to watch someone you care about struggle with addiction. Have you considered seeking professional help, like a counselor or a support group? They can provide guidance and resources to help both of you.","I'm really sorry to hear that you're going through this. It's incredibly tough to watch someone you care about struggle with addiction. Remember, it's important to take care of yourself too.",3,2,1,62,55,59,"[2, -1, 2, -2, 2, 2, -2, 2, 1, -2, -2, -2, 2, -2, -2, 2]","[2, -1, 2, -2, 2, 1, -1, 1, 0, -2, -2, -2, 1, -1, -2, 1]","[1, -1, 2, -2, 2, 2, -2, 1, 2, -2, -2, -2, 2, -2, 0, 2]","['Support', 'Complex Reflection', 'Simple Reflection', 'Support']","['Support', 'Support', 'Closed Question', 'Give Information']","['Support', 'Support', 'Closed Question', 'Give Information']"
15,60dc66cf5ccf319978f4c23b,611d1134bcc4eda812acf219,6150e817533ea8f02c003704,hit:1296_conv:2592,prepared,positive,anticipation,I am ready for school to go back.,I am reay for school to go back.,Me too! These kids in this house are driving me crazy.  They need to get back on a schedule.,That's great to hear! It's important to have a positive attitude towards education. What are you most looking forward to about going back to school?,I understand how you feel. The routine and structure of school can provide a sense of normalcy. It's tough when that's disrupted. Hang in there!,3,3,3,62,55,59,"[2, -1, 2, -2, 2, 2, -2, 2, 1, -2, -2, -2, 2, -2, -2, 2]","[2, -1, 2, -2, 2, 1, -1, 1, 0, -2, -2, -2, 1, -1, -2, 1]","[1, -1, 2, -2, 2, 2, -2, 1, 2, -2, -2, -2, 2, -2, 0, 2]","['Self-Disclose', 'Self-Disclose', 'Give Information']","['Affirm', 'Advise without Permission', 'Open Question']","['Affirm', 'Advise without Permission', 'Open Question']"
15,60dc66cf5ccf319978f4c23b,611d1134bcc4eda812acf219,6150e817533ea8f02c003704,hit:5660_conv:11320,sentimental,negative,sadness,I saved the tickets to the first concert I ever went to. I still have them,I saved the tickets from my first concert,"its funny what one saves , i saved a mickey mouse that was given to me while i was in the hospital things like 20 years old lol",That's really cool! It's a great way to preserve memories. May I ask who performed at your first concert?,That's really special! It must have been an amazing experience. Do you often look at them and reminisce about the concert?,1,2,2,62,55,59,"[2, -1, 2, -2, 2, 2, -2, 2, 1, -2, -2, -2, 2, -2, -2, 2]","[2, -1, 2, -2, 2, 1, -1, 1, 0, -2, -2, -2, 1, -1, -2, 1]","[1, -1, 2, -2, 2, 2, -2, 1, 2, -2, -2, -2, 2, -2, 0, 2]",['Self-Disclose'],"['Affirm', 'Give Information', 'Open Question']","['Affirm', 'Give Information', 'Open Question']"
15,60dc66cf5ccf319978f4c23b,611d1134bcc4eda812acf219,6150e817533ea8f02c003704,hit:9340_conv:18680,angry,negative,anger,"I am so mad, my landlord is selling the house so I have to move.","I am so mad, my landlord is selling the house so I have to move.",that is bad news. my mother is going through the same thing unfortunately. landlord became widowd and now is moving with her daughter in anothe state so will be selling the house,"I'm really sorry to hear that. It must be incredibly frustrating and stressful for you. If you need any help or advice about moving, feel free to ask.","I'm really sorry to hear that you're going through this. It must be incredibly stressful. If there's anything I can do to help or support you during this time, please let me know.",3,3,3,62,55,59,"[2, -1, 2, -2, 2, 2, -2, 2, 1, -2, -2, -2, 2, -2, -2, 2]","[2, -1, 2, -2, 2, 1, -1, 1, 0, -2, -2, -2, 1, -1, -2, 1]","[1, -1, 2, -2, 2, 2, -2, 1, 2, -2, -2, -2, 2, -2, 0, 2]","['Complex Reflection', 'Self-Disclose', 'Give Information']","['Support', 'Support', 'Support']","['Support', 'Support', 'Support']"
15,60dc66cf5ccf319978f4c23b,611d1134bcc4eda812acf219,6150e817533ea8f02c003704,hit:5520_conv:11040,surprised,positive,surprised,"I was shocked when Nintendo announced Ridley for super smash bros, I had been wanting that for years","I was shocked when Nintendo announced Ridley for super smash bros, I had been wanting that for years",Yeah that was awesome! I feel like they have a less than stellar track record when it comes to fan service.,That's awesome! It's always exciting when game developers listen to their fans and add beloved characters. Ridley's addition to Super Smash Bros must have been a thrilling surprise for you.,That's fantastic! It must have been such a thrilling moment for you when Ridley was announced. It's always exciting when something you've been hoping for finally happens.,3,2,3,62,55,59,"[2, -1, 2, -2, 2, 2, -2, 2, 1, -2, -2, -2, 2, -2, -2, 2]","[2, -1, 2, -2, 2, 1, -1, 1, 0, -2, -2, -2, 1, -1, -2, 1]","[1, -1, 2, -2, 2, 2, -2, 1, 2, -2, -2, -2, 2, -2, 0, 2]","['Affirm', 'Give Information']","['Affirm', 'Give Information', 'Affirm']","['Affirm', 'Give Information', 'Affirm']"
